7_days_ago,6_days_ago,5_days_ago,4_days_ago,3_days_ago,2_days_ago,1_days_ago,0_days_ago,sales_change,current_price
0.0,0.0,0.0,0.0,1.49,-0.88,0.0,11.24,-37.5,3.76
0.0,0.0,0.0,1.49,-0.88,0.0,11.24,2.13,-20.0,3.84
0.0,0.0,0.0,-0.2,0.0,0.2,0.0,-0.2,-3.32,5.0
0.0,0.0,1.49,-0.88,0.0,11.24,2.13,2.08,300.0,3.92
0.0,0.0,0.0,0.0,0.0,0.75,-2.22,1.14,100.0,2.67
0.0,0.0,-0.2,0.0,0.2,0.0,-0.2,1.6,8.24,5.08
0.0,1.49,-0.88,0.0,11.24,2.13,2.08,0.0,-6.25,3.92
0.0,0.0,0.0,0.0,0.0,-0.88,-2.03,-0.9,0.0,7.67
0.0,0.0,0.0,0.0,0.75,-2.22,1.14,0.0,133.33,2.67
0.0,-0.2,0.0,0.2,0.0,-0.2,1.6,-1.18,-3.59,5.02
1.49,-0.88,0.0,11.24,2.13,2.08,0.0,0.0,-40.0,3.92
0.22,0.0,0.0,0.0,0.0,0.0,1.31,1.51,-15.38,4.7
0.0,0.0,0.0,0.0,-0.88,-2.03,-0.9,0.0,400.0,7.67
0.0,0.0,0.0,0.0,-0.75,-2.65,0.0,-0.39,200.0,7.67
0.0,0.0,0.0,0.75,-2.22,1.14,0.0,0.0,28.57,2.67
-0.2,0.0,0.2,0.0,-0.2,1.6,-1.18,-0.2,-0.22,5.01
-0.88,0.0,11.24,2.13,2.08,0.0,0.0,0.0,-22.22,3.92
0.0,0.0,0.0,-0.88,-2.03,-0.9,0.0,0.0,-20.0,7.67
0.0,0.0,0.0,-0.75,-2.65,0.0,-0.39,0.0,66.67,7.67
0.0,0.0,0.75,-2.22,1.14,0.0,0.0,0.0,-16.67,2.67
0.0,0.2,0.0,-0.2,1.6,-1.18,-0.2,0.0,0.22,5.01
0.0,-1.69,-2.03,0.0,0.0,0.0,0.0,-0.16,-21.43,6.27
0.0,11.24,2.13,2.08,0.0,0.0,0.0,0.0,71.43,3.92
0.0,0.0,-0.88,-2.03,-0.9,0.0,0.0,0.0,75.0,7.67
0.0,0.0,-0.75,-2.65,0.0,-0.39,0.0,0.0,20.0,7.67
0.0,0.0,0.0,0.0,0.0,-7.17,3.18,4.41,175.0,2.37
0.0,0.75,-2.22,1.14,0.0,0.0,0.0,0.0,20.0,2.67
0.2,0.0,-0.2,1.6,-1.18,-0.2,0.0,-0.6,-0.88,4.98
-1.69,-2.03,0.0,0.0,0.0,0.0,-0.16,0.0,-36.36,6.27
11.24,2.13,2.08,0.0,0.0,0.0,0.0,0.0,25.0,3.92
0.0,0.0,0.0,0.0,0.0,-9.16,-10.09,-2.66,100.0,5.12
-0.15,-3.53,0.0,0.0,0.0,0.0,0.0,-0.16,100.0,6.27
0.0,-0.88,-2.03,-0.9,0.0,0.0,0.0,0.0,-28.57,7.67
0.0,-0.75,-2.65,0.0,-0.39,0.0,0.0,0.0,-16.67,7.67
0.0,0.0,0.0,0.0,-7.17,3.18,4.41,0.0,0.0,2.37
0.75,-2.22,1.14,0.0,0.0,0.0,0.0,0.0,-5.56,2.67
0.0,-0.2,1.6,-1.18,-0.2,0.0,-0.6,0.0,-0.22,4.98
2.13,2.08,0.0,0.0,0.0,0.0,0.0,-6.12,-53.33,3.68
0.0,0.0,0.0,0.0,-9.16,-10.09,-2.66,-2.93,100.0,4.97
